"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
31,"0","Non-Travel",1188,"Sales",20,"2","Marketing","4","Female",45,"3",2,"Sales Executive","3","Married",6932,24406,1,"Y","0",13,"3","4","1",9,2,"2",9,8,0,0,"1","0",0.469607256665377,0.333333333333333,0.474341649025257,0.577350269189626,0.474341649025257,0.666666666666667,0,0,0.30952380952381,0.777380100214746,0.678571428571429,0.214285714285714,0.895884360570167,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.43,0.729)","[0,0.261)","[0.745,1]","[0.117,0.332)"
36,"0","Travel_Rarely",188,"Research & Development",7,"4","Other","2","Male",65,"3",1,"Research Scientist","4","Single",4678,23293,2,"Y","0",18,"3","3","0",8,6,"3",6,2,0,1,"0","0",0.334064054919444,0.471404520791032,0.447213595499958,1,0.387298334620742,0.333333333333333,0,0.242535625036333,0.428571428571429,0.0615604867573371,0.214285714285714,0.5,0.851194539249147,0.5,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.88,1]","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0.261,0.509)","[0.745,1]","[0.332,0.62)"
38,"0","Travel_Rarely",1333,"Research & Development",1,"3","Technical Degree","4","Female",80,"3",3,"Research Director","1","Married",13582,16292,1,"Y","0",13,"3","2","1",15,3,"3",15,12,5,11,"0","0",0.773139184554587,0.333333333333333,0.612372435695794,0.707106781186548,0.612372435695794,0.816496580927726,0.577350269189626,0.804399666539844,0.476190476190476,0.88117394416607,0,0.714285714285714,0.570086328046577,0.142857142857143,"[0.744,1]","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.748,1]","[0.46,0.749)","[0.687,0.843)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0.497,0.745)","[0.117,0.332)"
32,"0","Non-Travel",1184,"Research & Development",1,"3","Life Sciences","3","Female",70,"2",1,"Laboratory Technician","2","Married",2332,3974,6,"Y","0",20,"4","3","0",5,3,"3",3,0,0,2,"0","0",0.150711940690388,0.816496580927726,0.353553390593274,0.707106781186548,0.273861278752583,0,0,0.342997170285018,0.333333333333333,0.774516821760916,0,0.571428571428571,0.0754868500301144,0.642857142857143,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.62,1]"
25,"1","Travel_Rarely",867,"Sales",19,"2","Marketing","3","Male",36,"2",1,"Sales Representative","2","Married",2413,18798,1,"Y","1",18,"3","3","3",1,2,"3",1,0,0,0,"0","0",0.15829504407397,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0,0.166666666666667,0.547602004294918,0.642857142857143,0.0857142857142857,0.670708693033527,0.5,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0.483,0.739)","[0.43,0.729)","[0,0.261)","[0.497,0.745)","[0.332,0.62)"
40,"0","Travel_Rarely",658,"Sales",10,"4","Marketing","1","Male",67,"2",3,"Sales Executive","2","Divorced",9705,20652,2,"Y","0",12,"3","2","1",11,2,"2",1,0,0,0,"0","0",0.608730826701876,0.471404520791032,0.524404424085076,0.577350269189626,0.158113883008419,0,0,0,0.523809523809524,0.397995705082319,0.321428571428571,0.528571428571429,0.745151575988757,0.0714285714285714,"[0.484,0.744)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.509,0.756)","[0.745,1]","[0,0.117)"
26,"0","Travel_Frequently",1283,"Sales",1,"3","Medical","3","Male",52,"2",2,"Sales Executive","1","Single",4294,11148,1,"Y","0",12,"3","2","0",7,2,"3",7,7,0,7,"0","0",0.307915340050026,0.333333333333333,0.418330013267038,0.577350269189626,0.418330013267038,0.623609564462324,0,0.641688947919748,0.19047619047619,0.8453829634932,0,0.314285714285714,0.363541457538647,0.0714285714285714,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0,0.255)","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0,0.117)"
41,"0","Travel_Rarely",263,"Research & Development",6,"3","Medical","4","Male",59,"3",1,"Laboratory Technician","1","Single",4721,3119,2,"Y","1",13,"3","3","0",20,3,"3",18,13,2,17,"0","0",0.336924232593215,0.471404520791032,0.707106781186547,0.707106781186548,0.670820393249937,0.849836585598797,0.365148371670111,1,0.547619047619048,0.115246957766643,0.178571428571429,0.414285714285714,0.0411563942983337,0.142857142857143,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.748,1]","[0.153,0.46)","[0.843,1]","[0.448,0.681)","[0,0.236)","[0.161,0.43)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
36,"0","Travel_Rarely",938,"Research & Development",2,"4","Medical","3","Male",79,"3",1,"Laboratory Technician","3","Single",2519,12287,4,"Y","0",21,"4","3","0",16,6,"3",11,8,3,9,"0","0",0.168028871830659,0.666666666666667,0.632455532033676,1,0.524404424085076,0.666666666666667,0.447213595499958,0.727606875108999,0.428571428571429,0.598425196850394,0.0357142857142857,0.7,0.409275245934551,0.714285714285714,"[0,0.272)","[0.666,1]","[0.629,1]","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.687,0.843)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0.62,1]"
19,"1","Travel_Rarely",419,"Sales",21,"3","Other","4","Male",37,"2",1,"Sales Representative","2","Single",2121,9947,1,"Y","1",13,"3","2","0",1,3,"4",1,0,0,0,"0","0",0.130316065686222,0.333333333333333,0.158113883008419,0.707106781186548,0.158113883008419,0,0,0,0.0238095238095238,0.226914817465999,0.714285714285714,0.1,0.315318209194941,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0,0.236)","[0.43,0.729)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
20,"1","Travel_Rarely",129,"Research & Development",4,"3","Technical Degree","1","Male",84,"3",1,"Laboratory Technician","1","Single",2973,13008,1,"Y","0",19,"3","2","0",1,2,"3",1,0,0,0,"0","1",0.207567970358874,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0,0.0476190476190476,0.01932712956335,0.107142857142857,0.771428571428571,0.438225255972696,0.571428571428571,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0,0.236)","[0,0.161)","[0.756,1]","[0.247,0.497)","[0.332,0.62)"
31,"0","Travel_Rarely",616,"Research & Development",12,"3","Medical","4","Female",41,"3",2,"Healthcare Representative","4","Married",5855,17369,0,"Y","1",11,"3","3","2",10,2,"1",9,7,8,5,"1","0",0.408134631809383,0,0.5,0.577350269189626,0.474341649025257,0.623609564462324,0.730296743340222,0.54232614454664,0.30952380952381,0.367931281317108,0.392857142857143,0.157142857142857,0.61333065649468,0,"[0.272,0.484)","[0,0.167)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0.497,0.745)","[0,0.117)"
40,"0","Travel_Frequently",1469,"Research & Development",9,"4","Medical","4","Male",35,"3",1,"Research Scientist","2","Divorced",3617,25063,8,"Y","1",14,"3","4","1",3,2,"3",1,1,0,0,"1","0",0.258786570899936,0.942809041582063,0.273861278752583,0.577350269189626,0.158113883008419,0.235702260395516,0,0,0.523809523809524,0.978525411596278,0.285714285714286,0.0714285714285714,0.922264605500903,0.214285714285714,"[0,0.272)","[0.666,1]","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.161,0.43)","[0,0.261)","[0.745,1]","[0.117,0.332)"
32,"0","Travel_Rarely",498,"Research & Development",3,"4","Medical","3","Female",93,"3",2,"Manufacturing Director","1","Married",6725,13554,1,"Y","0",12,"3","3","1",8,2,"4",8,7,6,3,"0","0",0.458184539887913,0.333333333333333,0.447213595499958,0.577350269189626,0.447213595499958,0.623609564462324,0.632455532033676,0.420084025208403,0.333333333333333,0.283464566929134,0.0714285714285714,0.9,0.460148564545272,0.0714285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.756,1]","[0.247,0.497)","[0,0.117)"
36,"1","Travel_Rarely",530,"Sales",3,"1","Life Sciences","3","Male",51,"2",3,"Sales Executive","4","Married",10325,5518,1,"Y","1",11,"3","1","1",16,6,"3",16,7,3,7,"0","0",0.636984016844383,0.333333333333333,0.632455532033676,1,0.632455532033676,0.623609564462324,0.447213595499958,0.641688947919748,0.428571428571429,0.306370794559771,0.0714285714285714,0.3,0.137482433246336,0,"[0.484,0.744)","[0.167,0.43)","[0.629,1]","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0,0.247)","[0,0.117)"
33,"0","Travel_Rarely",1069,"Research & Development",1,"3","Life Sciences","2","Female",42,"2",2,"Healthcare Representative","4","Single",6949,12291,0,"Y","0",14,"3","1","0",6,3,"3",5,0,1,4,"0","0",0.470537727727343,0,0.387298334620742,0.707106781186548,0.353553390593274,0,0.258198889747161,0.485071250072666,0.357142857142857,0.692197566213314,0,0.171428571428571,0.409435856253764,0.214285714285714,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0,0.181)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
37,"1","Travel_Rarely",625,"Sales",1,"4","Life Sciences","1","Male",46,"2",3,"Sales Executive","3","Married",10609,14922,5,"Y","0",11,"3","3","0",17,2,"1",14,1,11,7,"0","0",0.649642056953429,0.74535599249993,0.651920240520265,0.577350269189626,0.591607978309962,0.235702260395516,0.856348838577675,0.641688947919748,0.452380952380952,0.374373657838225,0,0.228571428571429,0.515077293716121,0,"[0.484,0.744)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.181,0.501)","[0.749,1]","[0.424,0.687)","[0.448,0.681)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0.497,0.745)","[0,0.117)"
45,"0","Non-Travel",805,"Research & Development",4,"2","Life Sciences","3","Male",57,"3",2,"Laboratory Technician","2","Married",4447,23163,1,"Y","0",12,"3","2","0",9,5,"2",9,7,0,8,"0","0",0.318468724278562,0.333333333333333,0.474341649025257,0.912870929175277,0.474341649025257,0.623609564462324,0,0.685994340570035,0.642857142857143,0.503221188260558,0.107142857142857,0.385714285714286,0.845974703874724,0.0714285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0,0.117)"
29,"0","Travel_Frequently",1404,"Sales",20,"3","Technical Degree","3","Female",84,"3",1,"Sales Representative","4","Married",2157,18203,1,"Y","0",15,"3","2","1",3,5,"3",3,1,0,2,"0","0",0.133865426909264,0.333333333333333,0.273861278752583,0.912870929175277,0.273861278752583,0.235702260395516,0,0.342997170285018,0.261904761904762,0.931997136721546,0.678571428571429,0.771428571428571,0.646817908050592,0.285714285714286,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.88,1]","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.43,0.729)","[0.756,1]","[0.497,0.745)","[0.117,0.332)"
35,"0","Travel_Rarely",1219,"Sales",18,"3","Medical","3","Female",86,"3",2,"Sales Executive","3","Married",4601,6179,1,"Y","0",16,"3","2","0",5,3,"3",5,2,1,0,"0","0",0.328909298816893,0.333333333333333,0.353553390593274,0.707106781186548,0.353553390593274,0.333333333333333,0.258198889747161,0,0.404761904761905,0.799570508231926,0.607142857142857,0.8,0.164023288496286,0.357142857142857,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.43,0.729)","[0.756,1]","[0,0.247)","[0.332,0.62)"
52,"0","Travel_Rarely",1053,"Research & Development",1,"2","Life Sciences","4","Male",70,"3",4,"Manager","4","Married",17099,13829,2,"Y","0",15,"3","2","1",26,2,"2",9,8,7,8,"1","0",0.902832844115178,0.471404520791032,0.806225774829855,0.577350269189626,0.474341649025257,0.666666666666667,0.683130051063973,0.685994340570035,0.80952380952381,0.680744452397996,0,0.571428571428571,0.471190523991166,0.285714285714286,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.681,1]","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
58,"1","Travel_Rarely",289,"Research & Development",2,"3","Technical Degree","4","Male",51,"3",1,"Research Scientist","3","Single",2479,26227,4,"Y","0",24,"4","1","0",7,4,"3",1,0,0,0,"0","0",0.164380243820036,0.666666666666667,0.418330013267038,0.816496580927726,0.158113883008419,0,0,0,0.952380952380952,0.133858267716535,0.0357142857142857,0.3,0.969002208391889,0.928571428571429,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.72,0.88)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0,0.236)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0.62,1]"
53,"0","Travel_Rarely",1376,"Sales",2,"2","Medical","3","Male",45,"3",4,"Manager","3","Divorced",14852,13938,6,"Y","0",13,"3","3","1",22,3,"4",17,13,15,2,"0","0",0.821719168519651,0.816496580927726,0.741619848709566,0.707106781186548,0.651920240520265,0.849836585598797,1,0.342997170285018,0.833333333333333,0.911954187544739,0.0357142857142857,0.214285714285714,0.475567155189721,0.142857142857143,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.748,1]","[0.749,1]","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
30,"0","Travel_Rarely",231,"Sales",8,"2","Other","3","Male",62,"3",3,"Sales Executive","3","Divorced",7264,9977,5,"Y","0",11,"3","1","1",10,2,"4",8,4,7,7,"0","0",0.487577296161518,0.74535599249993,0.5,0.577350269189626,0.447213595499958,0.471404520791032,0.683130051063973,0.641688947919748,0.285714285714286,0.0923407301360057,0.25,0.457142857142857,0.316522786589038,0,"[0.484,0.744)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0.261,0.509)","[0.247,0.497)","[0,0.117)"
38,"0","Non-Travel",152,"Sales",10,"3","Technical Degree","3","Female",85,"3",2,"Sales Executive","4","Single",5666,19899,1,"Y","1",13,"3","2","0",6,1,"3",5,3,1,3,"0","0",0.396779411303526,0.333333333333333,0.387298334620742,0.408248290463863,0.353553390593274,0.408248290463863,0.258198889747161,0.420084025208403,0.476190476190476,0.0357909806728704,0.321428571428571,0.785714285714286,0.714916683396908,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0.161,0.43)","[0.756,1]","[0.497,0.745)","[0.117,0.332)"
35,"0","Travel_Rarely",882,"Sales",3,"4","Life Sciences","4","Male",92,"3",3,"Sales Executive","4","Divorced",7823,6812,6,"Y","0",13,"3","2","1",12,2,"3",10,9,0,8,"1","0",0.516930071671725,0.816496580927726,0.547722557505166,0.577350269189626,0.5,0.707106781186548,0,0.685994340570035,0.404761904761905,0.558339298496779,0.0714285714285714,0.885714285714286,0.189439871511745,0.142857142857143,"[0.484,0.744)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.756,1]","[0,0.247)","[0.117,0.332)"
39,"0","Travel_Rarely",903,"Sales",2,"5","Life Sciences","1","Male",41,"4",3,"Sales Executive","3","Single",7880,2560,0,"Y","0",18,"3","4","0",9,3,"3",8,7,0,7,"0","0",0.519863317764638,0,0.474341649025257,0.707106781186548,0.447213595499958,0.623609564462324,0,0.641688947919748,0.5,0.573371510379384,0.0357142857142857,0.157142857142857,0.0187111021883156,0.5,"[0.484,0.744)","[0,0.167)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0,0.247)","[0.332,0.62)"
40,"1","Non-Travel",1479,"Sales",24,"3","Life Sciences","2","Female",100,"4",4,"Sales Executive","2","Single",13194,17071,4,"Y","1",16,"3","4","0",22,2,"2",1,0,0,0,"0","0",0.757848232693927,0.666666666666667,0.741619848709566,0.577350269189626,0.158113883008419,0,0,0,0.523809523809524,0.985683607730852,0.821428571428571,1,0.601365187713311,0.357142857142857,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.729,1]","[0.756,1]","[0.497,0.745)","[0.332,0.62)"
47,"0","Travel_Frequently",1379,"Research & Development",16,"4","Medical","3","Male",64,"4",2,"Manufacturing Director","3","Divorced",5067,6759,1,"Y","1",19,"3","3","0",20,3,"4",19,10,2,7,"0","0",0.359480188204604,0.333333333333333,0.707106781186547,0.707106781186548,0.689202437604511,0.74535599249993,0.365148371670111,0.641688947919748,0.69047619047619,0.914101646385111,0.535714285714286,0.485714285714286,0.187311784782172,0.571428571428571,"[0.272,0.484)","[0.167,0.43)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.681,1]","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0,0.247)","[0.332,0.62)"
36,"0","Non-Travel",1229,"Sales",8,"4","Technical Degree","1","Male",84,"3",2,"Sales Executive","4","Divorced",5079,25952,4,"Y","0",13,"3","4","2",12,3,"3",7,7,0,7,"1","0",0.360248430366935,0.666666666666667,0.547722557505166,0.707106781186548,0.418330013267038,0.623609564462324,0,0.641688947919748,0.428571428571429,0.8067287043665,0.25,0.771428571428571,0.957960248945995,0.142857142857143,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0.756,1]","[0.745,1]","[0.117,0.332)"
31,"1","Non-Travel",335,"Research & Development",9,"2","Medical","3","Male",46,"2",1,"Research Scientist","1","Single",2321,10322,0,"Y","1",22,"4","1","0",4,0,"3",3,2,1,2,"0","1",0.149672042775164,0,0.316227766016838,0,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.30952380952381,0.166785969935576,0.285714285714286,0.228571428571429,0.33037542662116,0.785714285714286,"[0,0.272)","[0,0.167)","[0.281,0.441)","[0,0.312)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.62,1]"
33,"0","Non-Travel",722,"Sales",17,"3","Life Sciences","4","Male",38,"3",4,"Manager","3","Single",17444,20489,1,"Y","0",11,"3","4","0",10,2,"3",10,8,6,0,"1","0",0.914803245947284,0.333333333333333,0.5,0.577350269189626,0.5,0.666666666666667,0.632455532033676,0,0.357142857142857,0.443808160343593,0.571428571428571,0.114285714285714,0.738606705480827,0,"[0.744,1]","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.43,0.729)","[0,0.261)","[0.497,0.745)","[0,0.117)"
29,"1","Travel_Rarely",906,"Research & Development",10,"3","Life Sciences","4","Female",92,"2",1,"Research Scientist","1","Single",2404,11479,6,"Y","1",20,"4","3","0",3,5,"3",0,0,0,0,"0","0",0.157458827788937,0.816496580927726,0.273861278752583,0.912870929175277,0,0,0,0,0.261904761904762,0.575518969219757,0.321428571428571,0.885714285714286,0.376831961453523,0.642857142857143,"[0,0.272)","[0.666,1]","[0,0.281)","[0.88,1]","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0.756,1]","[0.247,0.497)","[0.62,1]"
33,"0","Travel_Rarely",461,"Research & Development",13,"1","Life Sciences","2","Female",53,"3",1,"Research Scientist","4","Single",3452,17241,3,"Y","0",18,"3","1","0",5,4,"3",3,2,0,2,"0","0",0.246130503437576,0.577350269189626,0.353553390593274,0.816496580927726,0.273861278752583,0.333333333333333,0,0.342997170285018,0.357142857142857,0.25697924123121,0.428571428571429,0.328571428571429,0.608191126279863,0.5,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0.72,0.88)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0.332,0.62)"
45,"0","Travel_Rarely",974,"Research & Development",1,"4","Medical","4","Female",91,"3",1,"Laboratory Technician","4","Divorced",2270,11005,3,"Y","0",14,"3","4","2",8,2,"3",5,3,0,2,"1","0",0.144818180220036,0.577350269189626,0.447213595499958,0.577350269189626,0.353553390593274,0.408248290463863,0,0.342997170285018,0.642857142857143,0.62419470293486,0,0.871428571428571,0.357799638626782,0.214285714285714,"[0,0.272)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.756,1]","[0.247,0.497)","[0.117,0.332)"
50,"0","Travel_Rarely",1126,"Research & Development",1,"2","Medical","4","Male",66,"3",4,"Research Director","4","Divorced",17399,6615,9,"Y","0",22,"4","3","1",32,1,"2",5,4,1,3,"1","0",0.913248644459092,1,0.894427190999916,0.408248290463863,0.353553390593274,0.471404520791032,0.258198889747161,0.420084025208403,0.761904761904762,0.732999284180387,0,0.514285714285714,0.181529813290504,0.785714285714286,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.62,1]"
